display_name,Model,Company,Function,input_modalities,input_modalities_source,input_modalities_source_url,Total Para,Activate Para,On/Off Line,Reasoning,access_mode,lifecycle,is_open_weight,weights,price_status,price_kind,currency,context_tier,image_quality_tier,official_price,image_official_per_image_usd,image_official_provider,image_official_source_url,image_cheapest_per_image_usd,image_cheapest_derived_marker,image_cheapest_derived_note,image_cheapest_seller,image_cheapest_seller_url,image_cheapest_provider,image_cheapest_source_url,image_quote_count,fetched_at
Gemini 3.1 Flash Lite Image,gemini-3.1-flash-lite-image,Google,Image Generation,text | image,modelsdev,https://models.dev,,,Online: Gemini API (Stable),No,online,stable,0,proprietary,got,official,USD,65536,,got,0.0336,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,0.0336,,,gemini,https://ai.google.dev/gemini-api/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,2,2026-08-29
Imagen 4.0 Generate,imagen-4.0-generate,Google,Image Generation,text,official_model_doc,https://ai.google.dev/gemini-api/docs/imagen,,,"Online: Gemini API (Deprecated, still available)",No,online,deprecated,0,proprietary,got,official,USD,,,got,0.04,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,0.04,,,gemini,https://ai.google.dev/gemini-api/docs/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,2,2026-08-29
Grok Imagine Image,grok-imagine-image,xAI,Image Generation,text | image | pdf,modelsdev,https://models.dev,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.02,xAI 官方文档,https://docs.x.ai/developers/models.md,0.02,,,xai,https://docs.x.ai/docs/models,xAI 官方文档,https://docs.x.ai/developers/models.md,3,2026-08-29
Grok Imagine Image Quality,grok-imagine-image-quality,xAI,Image Generation,text | image | pdf,modelsdev,https://models.dev,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.05,xAI 官方文档,https://docs.x.ai/developers/models.md,0.05,,,xai,https://docs.x.ai/docs/models,xAI 官方文档,https://docs.x.ai/developers/models.md,1,2026-08-29
Qwen-Image,Qwen/Qwen-Image,Alibaba / Qwen,Image Generation,text | image,modelsdev,https://models.dev,20,20,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.02,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
Qwen-Image 2512,Qwen/Qwen-Image-2512,Alibaba / Qwen,Image Generation,text | image,modelsdev,https://models.dev,20,20,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.02,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
Qwen-Image Edit,Qwen/Qwen-Image-Edit,Alibaba / Qwen,Image Generation,text | image,modelsdev,https://models.dev,20,20,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.025,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Qwen-Image Edit 2509,Qwen/Qwen-Image-Edit-2509,Alibaba / Qwen,Image Generation,text | image,modelsdev,https://models.dev,20,20,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.025,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Qwen-Image Edit 2511,Qwen/Qwen-Image-Edit-2511,Alibaba / Qwen,Image Generation,text | image,modelsdev,https://models.dev,20,20,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.025,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
CogView 4,CogView-4,Zhipu AI / GLM,Image Generation,text,official_model_doc,https://docs.z.ai/guides/image/cogview-4,,,Online: BigModel API,No,online,stable,0,proprietary,got,official,USD,,,got,0.01,Zhipu AI / GLM 官方文档,https://docs.z.ai/guides/overview/pricing.md,0.01,,,zhipu,https://docs.z.ai/guides/overview/pricing,Zhipu AI / GLM 官方文档,https://docs.z.ai/guides/overview/pricing.md,2,2026-08-29
GLM Image,GLM-Image,Zhipu AI / GLM,Image Generation,text | image,official_model_doc,https://huggingface.co/zai-org/GLM-Image,,,Online: BigModel API,No,online,stable,0,proprietary,got,official,USD,,,got,0.015,Zhipu AI / GLM 官方文档,https://docs.z.ai/guides/overview/pricing.md,0.015,,,zhipu,https://docs.z.ai/guides/overview/pricing,Zhipu AI / GLM 官方文档,https://docs.z.ai/guides/overview/pricing.md,2,2026-08-29
Doubao Seedream 5.0 lite,Doubao Seedream 5.0 lite,ByteDance / Doubao-Seed,Image Generation,text,modelsdev,https://models.dev,,,Online: Volcano Ark API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.035,,,empiriolabs,https://docs.empiriolabs.ai/models-pricing,Empirio Labs,https://api.empiriolabs.ai/v1/models,3,2026-08-29
Doubao Seedream 5.0 pro,Doubao Seedream 5.0 pro,ByteDance / Doubao-Seed,Image Generation,text,modelsdev,https://models.dev,,,Online: Volcano Ark API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.035,,,vercel,https://vercel.com/ai-gateway/models,Vercel AI Gateway,https://ai-gateway.vercel.sh/v1/models,2,2026-08-29
ERNIE Image,ERNIE-Image,Baidu / ERNIE,Image Generation,text,official_model_doc,https://huggingface.co/baidu/ERNIE-Image,8,8,Offline: Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.010486,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
HunyuanImage 3.0,tencent/HunyuanImage-3.0,Tencent / Hunyuan,Image Generation,text,official_model_doc,https://huggingface.co/tencent/HunyuanImage-3.0,,,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.13,,,empiriolabs,https://docs.empiriolabs.ai/models-pricing,Empirio Labs,https://api.empiriolabs.ai/v1/models,1,2026-08-29
MAI-Image 2 Efficient,MAI-Image-2-Efficient,Microsoft,Image Generation,text,official_model_doc,https://learn.microsoft.com/azure/foundry/foundry-models/how-to/use-foundry-models-mai-image,,,Online: Microsoft Foundry,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.02,,,azure_ai,https://ai.azure.com/explore/models,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
Amazon Nova Canvas V1:0,amazon.nova-canvas-v1:0,Amazon / Nova,Image Generation,text | image,official_model_doc,https://docs.aws.amazon.com/nova/latest/userguide/image-generation.html,,,Online: Amazon Bedrock (Legacy; EOL 2026-09-30),No,online,legacy,0,proprietary,got,hosted,USD,2600,,None,,,,0.06,,,bedrock,https://docs.aws.amazon.com/bedrock/latest/userguide/models-supported.html,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,2,2026-08-29
Amazon Nova Canvas V1:0,amazon.nova-canvas-v1:0,Amazon / Nova,Image Generation,text | image,official_model_doc,https://docs.aws.amazon.com/nova/latest/userguide/image-generation.html,,,Online: Amazon Bedrock (Legacy; EOL 2026-09-30),No,online,legacy,0,proprietary,got,hosted,USD,2600,standard / 1024-x-1024 / 50-steps,None,,,,0.06,≈,按张价由数据源换算得出：LiteLLM 把「standard / 1024-x-1024 / 50-steps」这一档的用量折算为 $0.06/张；厂商本身按 token（或步数）计费，并未公布该档位的按张牌价。原始键 1024-x-1024/50-steps/bedrock/amazon.nova-canvas-v1:0,bedrock,https://docs.aws.amazon.com/bedrock/latest/userguide/models-supported.html,LiteLLM,https://cdn.jsdelivr.net/gh/BerriAI/litellm@main/model_prices_and_context_window.json,1,2026-08-29
LongCat Image,meituan-longcat/LongCat-Image,Meituan / LongCat,Image Generation,text,official_model_doc,https://huggingface.co/meituan-longcat/LongCat-Image,,,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.034,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
LongCat Image Edit,meituan-longcat/LongCat-Image-Edit,Meituan / LongCat,Image Generation,text | image,official_model_doc,https://huggingface.co/meituan-longcat/LongCat-Image-Edit,,,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.034,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
FLUX.1 Dev,black-forest-labs/FLUX.1-dev,Black Forest Labs,Image Generation,text,official_model_doc,https://huggingface.co/black-forest-labs/FLUX.1-dev,12,12,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,official,USD,,,got,0.025,BFL 官方按张价,https://bfl.ai/pricing,0.009,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,2,2026-08-29
FLUX.1 Schnell,black-forest-labs/FLUX.1-schnell,Black Forest Labs,Image Generation,text,official_model_doc,https://huggingface.co/black-forest-labs/FLUX.1-schnell,12,12,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.0005,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FLUX.1 Kontext Dev,black-forest-labs/FLUX.1-Kontext-dev,Black Forest Labs,Image Generation,text | image,official_model_doc,https://huggingface.co/black-forest-labs/FLUX.1-Kontext-dev,12,12,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.01,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FLUX.2 Dev,black-forest-labs/FLUX.2-dev,Black Forest Labs,Image Generation,text | image,official_model_doc,https://huggingface.co/black-forest-labs/FLUX.2-dev,32,32,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.01,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FLUX.2 Klein 4B,black-forest-labs/FLUX.2-klein-4B,Black Forest Labs,Image Generation,text | image,official_model_doc,https://huggingface.co/black-forest-labs/FLUX.2-klein-4B,4,4,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.014,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FLUX.2 Klein 9B,black-forest-labs/FLUX.2-klein-9B,Black Forest Labs,Image Generation,text | image,official_model_doc,https://huggingface.co/black-forest-labs/FLUX.2-klein-9B,9,9,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.015,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FLUX Pro 1.1,flux-pro-1.1,Black Forest Labs,Image Generation,text,official_model_doc,https://docs.bfl.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.04,BFL 官方按张价,https://bfl.ai/pricing,0.04,,,black-forest-labs,https://bfl.ai,BFL 官方按张价,https://bfl.ai/pricing,3,2026-08-29
FLUX Pro 1.1 Ultra,flux-pro-1.1-ultra,Black Forest Labs,Image Generation,text,official_model_doc,https://docs.bfl.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.06,BFL 官方按张价,https://bfl.ai/pricing,0.06,,,black-forest-labs,https://bfl.ai,BFL 官方按张价,https://bfl.ai/pricing,2,2026-08-29
FLUX Kontext Pro,flux-kontext-pro,Black Forest Labs,Image Generation,text | image,official_model_doc,https://docs.bfl.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.04,BFL 官方按张价,https://bfl.ai/pricing,0.04,,,black-forest-labs,https://bfl.ai,BFL 官方按张价,https://bfl.ai/pricing,2,2026-08-29
FLUX Kontext Max,flux-kontext-max,Black Forest Labs,Image Generation,text | image,official_model_doc,https://docs.bfl.ai/,,,Online: API,No,online,stable,0,proprietary,got,official,USD,,,got,0.08,BFL 官方按张价,https://bfl.ai/pricing,0.08,,,black-forest-labs,https://bfl.ai,BFL 官方按张价,https://bfl.ai/pricing,2,2026-08-29
FLUX 2 Pro,flux-2-pro,Black Forest Labs,Image Generation,text | image,official_model_doc,https://docs.bfl.ai/,,,Online: API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.015,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
FLUX 2 Max,flux-2-max,Black Forest Labs,Image Generation,text | image,official_model_doc,https://docs.bfl.ai/,,,Online: API,No,online,stable,0,proprietary,got,hosted,USD,,,None,,,,0.1,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Stable Diffusion 3.5 Large,stabilityai/stable-diffusion-3.5-large,Stability AI,Image Generation,text,modelsdev,https://models.dev,8,8,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.06,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
Stable Diffusion 3.5 Medium,stabilityai/stable-diffusion-3.5-medium,Stability AI,Image Generation,text,official_model_doc,https://huggingface.co/stabilityai/stable-diffusion-3.5-medium,2.5,2.5,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.03,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
HiDream-I1 Fast,HiDream-ai/HiDream-I1-Fast,HiDream,Image Generation,text,official_model_doc,https://huggingface.co/HiDream-ai/HiDream-I1-Fast,17,17,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.0034,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
HiDream-E1 1,HiDream-ai/HiDream-E1-1,HiDream,Image Generation,text | image,official_model_doc,https://huggingface.co/HiDream-ai/HiDream-E1-1,17,17,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.0599998,,,nano-gpt,https://docs.nano-gpt.com/api-reference/endpoint/models,nano-gpt,https://nano-gpt.com/api/models,1,2026-08-29
Janus-Pro 7B,deepseek-ai/Janus-Pro-7B,DeepSeek,Image Generation,text | image,official_model_doc,https://huggingface.co/deepseek-ai/Janus-Pro-7B,7,7,Offline: Official Hugging Face / Open Weight,No,offline,stable,1,free,got,hosted,USD,,,weight open source,,,,0.002,,,deepinfra,https://deepinfra.com/models,DeepInfra,https://api.deepinfra.com/models/list,1,2026-08-29
